"Antecedent_LHS","Consequent_RHS","support","confidence","coverage","lift","count","fishersPValue","pAdjusted"
"PLASTERS IN TIN CIRCUS PARADE","PLASTERS IN TIN SPACEBOY",0.01472,0.4711,0.03125,12.79119,269,0,0
"PLASTERS IN TIN SPACEBOY","PLASTERS IN TIN CIRCUS PARADE",0.01472,0.3997,0.03683,12.79119,269,0,0
"HAND WARMER UNION JACK","HAND WARMER BIRD DESIGN",0.01012,0.38703,0.02616,12.78876,185,0,0
"HAND WARMER BIRD DESIGN","HAND WARMER UNION JACK",0.01012,0.33454,0.03026,12.78876,185,0,0
"ALARM CLOCK BAKELIKE GREEN + ALARM CLOCK BAKELIKE IVORY","ALARM CLOCK BAKELIKE PINK",0.01001,0.5479,0.01828,12.78653,183,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG APPLE DESIGN","LUNCH BAG VINTAGE LEAF DESIGN",0.01056,0.46506,0.02271,12.75983,193,0,0
"JUMBO BAG VINTAGE DOILY + JUMBO STORAGE BAG SUKI","JUMBO BAG VINTAGE LEAF",0.01045,0.61022,0.01713,12.68557,191,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG RED RETROSPOT + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01149,0.55556,0.02069,12.61077,210,0,0
"JUMBO BAG RED RETROSPOT + WOODLAND CHARLOTTE BAG","RED RETROSPOT CHARLOTTE BAG",0.0116,0.71141,0.01631,12.5965,212,0,0
"PINK REGENCY TEACUP AND SAUCER + ROSES REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE ROSES",0.01001,0.30602,0.03273,12.59438,183,0,0
"LUNCH BAG WOODLAND + WOODLAND CHARLOTTE BAG","RED RETROSPOT CHARLOTTE BAG",0.01089,0.71071,0.01532,12.58419,199,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO BAG RED RETROSPOT","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01571,0.55405,0.02835,12.57668,287,0,0
"PACK OF 60 DINOSAUR CAKE CASES","PACK OF 60 SPACEBOY CAKE CASES",0.01171,0.35667,0.03284,12.5334,214,0,0
"PACK OF 60 SPACEBOY CAKE CASES","PACK OF 60 DINOSAUR CAKE CASES",0.01171,0.41154,0.02846,12.5334,214,0,0
"REGENCY TEA PLATE GREEN","PINK REGENCY TEACUP AND SAUCER",0.01084,0.52105,0.0208,12.52789,198,0,0
"JUMBO BAG RED RETROSPOT + RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01182,0.50824,0.02326,12.51615,216,0,0
"ALARM CLOCK BAKELIKE PINK + ALARM CLOCK BAKELIKE RED","ALARM CLOCK BAKELIKE GREEN",0.01713,0.66596,0.02572,12.48107,313,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG VINTAGE LEAF DESIGN",0.01116,0.45434,0.02457,12.46578,204,0,0
"CHARLOTTE BAG PINK POLKADOT","RED RETROSPOT CHARLOTTE BAG",0.02857,0.7035,0.04061,12.45652,522,0,0
"RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.02857,0.50581,0.05648,12.45652,522,0,0
"ALARM CLOCK BAKELIKE IVORY + ALARM CLOCK BAKELIKE PINK","ALARM CLOCK BAKELIKE GREEN",0.01001,0.66304,0.0151,12.42645,183,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG APPLE DESIGN","JUMBO BAG APPLES",0.01073,0.66216,0.0162,12.39722,196,0,0
"JUMBO BAG APPLES + JUMBO BAG PEARS","JUMBO BAG VINTAGE LEAF",0.01324,0.59606,0.02222,12.39111,242,0,0
"JUMBO BAG VINTAGE LEAF + LUNCH BAG VINTAGE DOILY","JUMBO BAG VINTAGE DOILY",0.01346,0.8339,0.01614,12.38847,246,0,0
"JUMBO BAG APPLES + JUMBO BAG VINTAGE DOILY","JUMBO BAG VINTAGE LEAF",0.0139,0.59485,0.02337,12.36593,254,0,0
"JUMBO BAG TOYS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO STORAGE BAG SUKI",0.01166,0.80075,0.01456,12.35823,213,0,0
"STRAWBERRY CHARLOTTE BAG","WOODLAND CHARLOTTE BAG",0.02222,0.56233,0.03951,12.35024,406,0,0
"WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.02222,0.48798,0.04553,12.35024,406,0,0
"JUMBO BAG APPLES + LUNCH BAG VINTAGE DOILY","LUNCH BAG APPLE DESIGN",0.01012,0.69811,0.0145,12.32524,185,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG VINTAGE LEAF DESIGN",0.01084,0.44898,0.02413,12.31862,198,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG RED RETROSPOT + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG PINK VINTAGE PAISLEY",0.01018,0.58307,0.01746,12.31731,186,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01237,0.54197,0.02282,12.3023,226,0,0
"JUMBO BAG RED RETROSPOT + JUMBO SHOPPER VINTAGE RED PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01155,0.54103,0.02134,12.28095,211,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01084,0.54098,0.02003,12.27999,198,0,0
"COOK WITH WINE METAL SIGN + GIN + TONIC DIET METAL SIGN","PLEASE ONE PERSON METAL SIGN",0.01001,0.55793,0.01795,12.20958,183,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG RED RETROSPOT + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG WOODLAND ANIMALS",0.01188,0.57407,0.02069,12.16944,217,0,0
"LUNCH BAG SUKI DESIGN + LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG APPLE DESIGN",0.01116,0.68919,0.0162,12.16769,204,0,0
"ALARM CLOCK BAKELIKE CHOCOLATE","ALARM CLOCK BAKELIKE GREEN",0.01516,0.6472,0.02342,12.12945,277,0,0
"PLASTERS IN TIN STRONGMAN","PLASTERS IN TIN VINTAGE PAISLEY",0.01056,0.37476,0.02818,12.09883,193,0,0
"PLASTERS IN TIN VINTAGE PAISLEY","PLASTERS IN TIN STRONGMAN",0.01056,0.34099,0.03097,12.09883,193,0,0
"JUMBO BAG RED RETROSPOT + RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01111,0.47765,0.02326,12.0887,203,0,0
"JUMBO BAG ALPHABET + JUMBO BAG VINTAGE DOILY","JUMBO BAG VINTAGE LEAF",0.01177,0.58108,0.02025,12.07974,215,0,0
"SET OF 3 HEART COOKIE CUTTERS","SET OF 3 BUTTERFLY COOKIE CUTTERS",0.01702,0.45468,0.03743,12.07607,311,0,0
"SET OF 3 BUTTERFLY COOKIE CUTTERS","SET OF 3 HEART COOKIE CUTTERS",0.01702,0.45203,0.03765,12.07607,311,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG SPACEBOY DESIGN","JUMBO BAG WOODLAND ANIMALS",0.01056,0.56932,0.01855,12.06869,193,0,0
"JUMBO BAG RED RETROSPOT + JUMBO SHOPPER VINTAGE RED PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG WOODLAND ANIMALS",0.01215,0.56923,0.02134,12.06677,222,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG PINK VINTAGE PAISLEY",0.01193,0.57068,0.02091,12.05555,218,0,0
"JUMBO BAG SPACEBOY DESIGN + JUMBO STORAGE BAG SUKI","JUMBO BAG WOODLAND ANIMALS",0.01073,0.56812,0.01888,12.04314,196,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG ALPHABET DESIGN",0.01045,0.48601,0.02151,12.01728,191,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG RED RETROSPOT + JUMBO STORAGE BAG SUKI","JUMBO BAG WOODLAND ANIMALS",0.01281,0.56659,0.0226,12.0107,234,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG SPACEBOY DESIGN",0.01056,0.44988,0.02348,12.00105,193,0,0
"ALARM CLOCK BAKELIKE CHOCOLATE","ALARM CLOCK BAKELIKE PINK",0.01204,0.51402,0.02342,11.99574,220,0,0
"PLASTERS IN TIN STRONGMAN","PLASTERS IN TIN WOODLAND ANIMALS",0.01302,0.46214,0.02818,11.99518,238,0,0
"PLASTERS IN TIN WOODLAND ANIMALS","PLASTERS IN TIN STRONGMAN",0.01302,0.33807,0.03853,11.99518,238,0,0
"JUMBO BAG VINTAGE DOILY + LUNCH BAG APPLE DESIGN","JUMBO BAG APPLES",0.01067,0.63934,0.01669,11.97002,195,0,0
"CHARLOTTE BAG SUKI DESIGN","STRAWBERRY CHARLOTTE BAG",0.02271,0.47213,0.0481,11.94901,415,0,0
"STRAWBERRY CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN",0.02271,0.57479,0.03951,11.94901,415,0,0
"CHARLOTTE BAG SUKI DESIGN + LUNCH BAG SUKI DESIGN","RED RETROSPOT CHARLOTTE BAG",0.01231,0.67365,0.01828,11.92796,225,0,0
"STRAWBERRY CHARLOTTE BAG","RED RETROSPOT CHARLOTTE BAG",0.0266,0.67313,0.03951,11.91871,486,0,0
"RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.0266,0.47093,0.05648,11.91871,486,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG WOODLAND ANIMALS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO STORAGE BAG SUKI",0.01073,0.77165,0.0139,11.90914,196,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG PINK VINTAGE PAISLEY",0.01237,0.56219,0.022,11.87616,226,0,0
"ALARM CLOCK BAKELIKE CHOCOLATE","ALARM CLOCK BAKELIKE RED",0.01598,0.68224,0.02342,11.87298,292,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG APPLE DESIGN",0.01122,0.67213,0.01669,11.86652,205,0,0
"JUMBO BAG ALPHABET + JUMBO STORAGE BAG SUKI","JUMBO BAG APPLES",0.01012,0.63356,0.01598,11.86175,185,0,0
"LUNCH BAG ALPHABET DESIGN + LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG APPLE DESIGN",0.01023,0.67025,0.01527,11.83333,187,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG VINTAGE DOILY","JUMBO BAG VINTAGE DOILY",0.01363,0.79553,0.01713,11.81843,249,0,0
"ALARM CLOCK BAKELIKE ORANGE","ALARM CLOCK BAKELIKE RED",0.01653,0.67865,0.02435,11.81048,302,0,0
"JUMBO BAG VINTAGE DOILY + LUNCH BAG RED RETROSPOT","LUNCH BAG VINTAGE DOILY",0.01248,0.70588,0.01768,11.76878,228,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG RED RETROSPOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG WOODLAND",0.0104,0.65292,0.01593,11.7661,190,0,0
"PLASTERS IN TIN STRONGMAN","PLASTERS IN TIN SPACEBOY",0.0122,0.43301,0.02818,11.75689,223,0,0
"PLASTERS IN TIN SPACEBOY","PLASTERS IN TIN STRONGMAN",0.0122,0.33135,0.03683,11.75689,223,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG PINK VINTAGE PAISLEY",0.01084,0.55618,0.01948,11.74922,198,0,0
"JUMBO BAG TOYS","JUMBO BAG WOODLAND ANIMALS",0.01582,0.55364,0.02857,11.73627,289,0,0
"JUMBO BAG WOODLAND ANIMALS","JUMBO BAG TOYS",0.01582,0.33527,0.04717,11.73627,289,0,0
"CHARLOTTE BAG PINK POLKADOT","WOODLAND CHARLOTTE BAG",0.02162,0.53235,0.04061,11.69176,395,0,0
"WOODLAND CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.02162,0.47476,0.04553,11.69176,395,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG CARS BLUE + LUNCH BAG RED RETROSPOT","LUNCH BAG PINK POLKADOT",0.01231,0.69659,0.01768,11.68859,225,0,0
"LOVE HOT WATER BOTTLE","HOT WATER BOTTLE KEEP CALM",0.01292,0.49684,0.02599,11.6694,236,0,0
"HOT WATER BOTTLE KEEP CALM","LOVE HOT WATER BOTTLE",0.01292,0.30334,0.04258,11.6694,236,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO STORAGE BAG SUKI","JUMBO BAG SPACEBOY DESIGN",0.01073,0.43653,0.02457,11.64472,196,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG APPLE DESIGN",0.01056,0.6587,0.01603,11.62945,193,0,0
"CHARLOTTE BAG DOLLY GIRL DESIGN","CHARLOTTE BAG SUKI DESIGN",0.0127,0.55904,0.02271,11.62146,232,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG SCANDINAVIAN BLUE PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01155,0.74558,0.01549,11.6048,211,0,0
"60 CAKE CASES VINTAGE CHRISTMAS + PAPER CHAIN KIT VINTAGE CHRISTMAS","PAPER CHAIN KIT 50'S CHRISTMAS",0.01001,0.732,0.01368,11.6009,183,0,0
"JUMBO BAG DOLLY GIRL DESIGN","JUMBO BAG SPACEBOY DESIGN",0.01067,0.43333,0.02463,11.55956,195,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG APPLE DESIGN","LUNCH BAG ALPHABET DESIGN",0.01062,0.46747,0.02271,11.55897,194,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG RED RETROSPOT","LUNCH BAG VINTAGE LEAF DESIGN",0.01122,0.42094,0.02665,11.54943,205,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG WOODLAND ANIMALS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO STORAGE BAG SUKI",0.01215,0.74747,0.01625,11.53598,222,0,0
"REGENCY TEA PLATE GREEN","GREEN REGENCY TEACUP AND SAUCER",0.0133,0.63947,0.0208,11.53515,243,0,0
"JUMBO BAG TOYS + JUMBO BAG WOODLAND ANIMALS","JUMBO STORAGE BAG SUKI",0.01182,0.7474,0.01582,11.53491,216,0,0
"CHARLOTTE BAG SUKI DESIGN + JUMBO BAG RED RETROSPOT","RED RETROSPOT CHARLOTTE BAG",0.01155,0.65123,0.01773,11.53102,211,0,0
"CHARLOTTE BAG DOLLY GIRL DESIGN","STRAWBERRY CHARLOTTE BAG",0.01034,0.45542,0.02271,11.52621,189,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG RED RETROSPOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG WOODLAND",0.01029,0.63946,0.01609,11.52345,188,0,0
"CHARLOTTE BAG DOLLY GIRL DESIGN","CHARLOTTE BAG PINK POLKADOT",0.01062,0.46747,0.02271,11.51223,194,0,0
"JUMBO BAG VINTAGE DOILY + LUNCH BAG  BLACK SKULL.","LUNCH BAG VINTAGE DOILY",0.01012,0.6903,0.01467,11.50896,185,0,0
"JUMBO BAG PINK POLKADOT + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG WOODLAND ANIMALS",0.0139,0.54274,0.02561,11.5051,254,0,0
"ALARM CLOCK BAKELIKE ORANGE","ALARM CLOCK BAKELIKE GREEN",0.01494,0.61348,0.02435,11.49762,273,0,0
"PACK OF 60 PINK PAISLEY CAKE CASES + PACK OF 72 RETROSPOT CAKE CASES","60 TEATIME FAIRY CAKE CASES",0.01226,0.52093,0.02353,11.49633,224,0,0
"JUMBO BAG PINK POLKADOT + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01297,0.50641,0.02561,11.4952,237,0,0
"CHARLOTTE BAG PINK POLKADOT","CHARLOTTE BAG SUKI DESIGN",0.02244,0.55256,0.04061,11.48685,410,0,0
"CHARLOTTE BAG SUKI DESIGN","CHARLOTTE BAG PINK POLKADOT",0.02244,0.46644,0.0481,11.48685,410,0,0
"HOT WATER BOTTLE TEA AND SYMPATHY","HOT WATER BOTTLE I AM SO POORLY",0.01445,0.41186,0.03508,11.45488,264,0,0
"HOT WATER BOTTLE I AM SO POORLY","HOT WATER BOTTLE TEA AND SYMPATHY",0.01445,0.40183,0.03595,11.45488,264,0,0
"LUNCH BAG ALPHABET DESIGN + LUNCH BAG RED RETROSPOT","LUNCH BAG APPLE DESIGN",0.011,0.64839,0.01696,11.44732,201,0,0
"JUMBO BAG PINK POLKADOT + JUMBO STORAGE BAG SUKI","JUMBO BAG WOODLAND ANIMALS",0.01521,0.53981,0.02818,11.44301,278,0,0
"ALARM CLOCK BAKELIKE IVORY","ALARM CLOCK BAKELIKE RED",0.02041,0.65669,0.03108,11.42828,373,0,0
"ALARM CLOCK BAKELIKE RED","ALARM CLOCK BAKELIKE IVORY",0.02041,0.35524,0.05746,11.42828,373,0,0
"ALARM CLOCK BAKELIKE RED","ALARM CLOCK BAKELIKE GREEN",0.03502,0.60952,0.05746,11.42341,640,0,0
"ALARM CLOCK BAKELIKE GREEN","ALARM CLOCK BAKELIKE RED",0.03502,0.65641,0.05336,11.42341,640,0,0
"ALARM CLOCK BAKELIKE GREEN + ALARM CLOCK BAKELIKE RED","ALARM CLOCK BAKELIKE PINK",0.01713,0.48906,0.03502,11.41333,313,0,0
"60 TEATIME FAIRY CAKE CASES + PACK OF 72 RETROSPOT CAKE CASES","PACK OF 72 SKULL CAKE CASES",0.01023,0.4128,0.02479,11.41174,187,0,0
"JUMBO BAG RED RETROSPOT + JUMBO STORAGE BAG SUKI","JUMBO BAG TOYS",0.01292,0.32597,0.03962,11.41071,236,0,0
"WOODLAND CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN",0.02495,0.54808,0.04553,11.39364,456,0,0
"CHARLOTTE BAG SUKI DESIGN","WOODLAND CHARLOTTE BAG",0.02495,0.51877,0.0481,11.39364,456,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG WOODLAND ANIMALS",0.01045,0.53652,0.01948,11.37329,191,0,0
"PLASTERS IN TIN SKULLS","PLASTERS IN TIN VINTAGE PAISLEY",0.01078,0.35179,0.03065,11.35721,197,0,0
"PLASTERS IN TIN VINTAGE PAISLEY","PLASTERS IN TIN SKULLS",0.01078,0.34806,0.03097,11.35721,197,0,0
"ALARM CLOCK BAKELIKE IVORY","ALARM CLOCK BAKELIKE PINK",0.0151,0.48592,0.03108,11.33989,276,0,0
"ALARM CLOCK BAKELIKE PINK","ALARM CLOCK BAKELIKE IVORY",0.0151,0.35249,0.04285,11.33989,276,0,0
"ALARM CLOCK BAKELIKE ORANGE","ALARM CLOCK BAKELIKE PINK",0.01182,0.48539,0.02435,11.3277,216,0,0
"LUNCH BAG ALPHABET DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG APPLE DESIGN",0.01122,0.64062,0.01751,11.31028,205,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG ALPHABET DESIGN","LUNCH BAG APPLE DESIGN",0.01062,0.64026,0.01658,11.30391,194,0,0
"JUMBO BAG APPLES + JUMBO BAG PEARS + JUMBO BAG VINTAGE LEAF","JUMBO BAG VINTAGE DOILY",0.01007,0.76033,0.01324,11.29555,184,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG ALPHABET DESIGN",0.01122,0.45657,0.02457,11.28945,205,0,0
"CHARLOTTE BAG DOLLY GIRL DESIGN","WOODLAND CHARLOTTE BAG",0.01166,0.51325,0.02271,11.27244,213,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG VINTAGE DOILY","JUMBO BAG PEARS",0.01155,0.36568,0.03158,11.24942,211,0,0
"CHARLOTTE BAG VINTAGE ALPHABET","STRAWBERRY CHARLOTTE BAG",0.01133,0.44325,0.02556,11.21828,207,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG DOLLY GIRL DESIGN",0.01281,0.41786,0.03065,11.21219,234,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG PINK VINTAGE PAISLEY",0.01571,0.5305,0.02961,11.20672,287,0,0
"JUMBO BAG VINTAGE DOILY + LUNCH BAG APPLE DESIGN","LUNCH BAG VINTAGE DOILY",0.01122,0.67213,0.01669,11.20607,205,0,0
"CHARLOTTE BAG APPLES DESIGN","STRAWBERRY CHARLOTTE BAG",0.01412,0.44254,0.0319,11.20015,258,0,0
"STRAWBERRY CHARLOTTE BAG","CHARLOTTE BAG APPLES DESIGN",0.01412,0.35734,0.03951,11.20015,258,0,0
"LUNCH BAG VINTAGE DOILY + LUNCH BAG WOODLAND","LUNCH BAG APPLE DESIGN",0.01029,0.633,0.01625,11.1756,188,0,0
"HOT WATER BOTTLE TEA AND SYMPATHY","CHOCOLATE HOT WATER BOTTLE",0.01828,0.52106,0.03508,11.17529,334,0,0
"CHOCOLATE HOT WATER BOTTLE","HOT WATER BOTTLE TEA AND SYMPATHY",0.01828,0.39202,0.04663,11.17529,334,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01051,0.49231,0.02134,11.17508,192,0,0
"JUMBO BAG RED RETROSPOT + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG TOYS",0.01188,0.31912,0.03721,11.17095,217,0,0
"REGENCY TEA PLATE GREEN + REGENCY TEA PLATE ROSES","ROSES REGENCY TEACUP AND SAUCER",0.01133,0.6489,0.01746,11.16516,207,0,0
"VINTAGE HEADS AND TAILS CARD GAME","VINTAGE SNAP CARDS",0.01872,0.56343,0.03322,11.14231,342,0,0
"VINTAGE SNAP CARDS","VINTAGE HEADS AND TAILS CARD GAME",0.01872,0.37013,0.05057,11.14231,342,0,0
"PACK OF 60 DINOSAUR CAKE CASES","72 SWEETHEART FAIRY CAKE CASES",0.01231,0.375,0.03284,11.14207,225,0,0
"72 SWEETHEART FAIRY CAKE CASES","PACK OF 60 DINOSAUR CAKE CASES",0.01231,0.36585,0.03366,11.14207,225,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG DOLLY GIRL DESIGN",0.01209,0.41463,0.02917,11.12571,221,0,0
"JUMBO BAG TOYS + JUMBO STORAGE BAG SUKI","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01166,0.71477,0.01631,11.12513,213,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG WOODLAND ANIMALS",0.01505,0.52481,0.02868,11.1251,275,0,0
"HAND OVER THE CHOCOLATE   SIGN","COOK WITH WINE METAL SIGN",0.01614,0.43834,0.03683,11.1246,295,0,0
"COOK WITH WINE METAL SIGN","HAND OVER THE CHOCOLATE   SIGN",0.01614,0.40972,0.0394,11.1246,295,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG WOODLAND ANIMALS",0.01051,0.52459,0.02003,11.12046,192,0,0
"LOVE BUILDING BLOCK WORD","HOME BUILDING BLOCK WORD",0.01625,0.47218,0.03442,11.1187,297,0,0
"HOME BUILDING BLOCK WORD","LOVE BUILDING BLOCK WORD",0.01625,0.38273,0.04247,11.1187,297,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01127,0.48931,0.02304,11.10706,206,0,0
"JUMBO BAG APPLES + LUNCH BAG VINTAGE DOILY","JUMBO BAG VINTAGE DOILY",0.01084,0.74717,0.0145,11.10003,198,0,0
"JUMBO BAG SPACEBOY DESIGN + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO STORAGE BAG SUKI",0.01078,0.71898,0.01499,11.09619,197,0,0
"LUNCH BAG ALPHABET DESIGN + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG APPLE DESIGN",0.01045,0.62829,0.01664,11.0925,191,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG WOODLAND","LUNCH BAG DOLLY GIRL DESIGN",0.01084,0.41336,0.02621,11.09155,198,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO STORAGE BAG SUKI","JUMBO STORAGE BAG SKULLS",0.01045,0.42539,0.02457,11.07286,191,0,0
"PACK OF 72 RETROSPOT CAKE CASES + PACK OF 72 SKULL CAKE CASES","60 TEATIME FAIRY CAKE CASES",0.01023,0.50134,0.02041,11.064,187,0,0
"PACK OF 60 SPACEBOY CAKE CASES","PACK OF 72 SKULL CAKE CASES",0.01138,0.4,0.02846,11.05779,208,0,0
"PACK OF 72 SKULL CAKE CASES","PACK OF 60 SPACEBOY CAKE CASES",0.01138,0.31467,0.03617,11.05779,208,0,0
"JUMBO STORAGE BAG SKULLS + JUMBO STORAGE BAG SUKI","JUMBO BAG WOODLAND ANIMALS",0.01045,0.52044,0.02008,11.0324,191,0,0
"ALARM CLOCK BAKELIKE IVORY","ALARM CLOCK BAKELIKE GREEN",0.01828,0.58803,0.03108,11.02055,334,0,0
"ALARM CLOCK BAKELIKE GREEN","ALARM CLOCK BAKELIKE IVORY",0.01828,0.34256,0.05336,11.02055,334,0,0
"JUMBO BAG OWLS + JUMBO BAG RED RETROSPOT","JUMBO BAG WOODLAND ANIMALS",0.01111,0.51918,0.0214,11.00581,203,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG WOODLAND",0.01062,0.61006,0.0174,10.99377,194,0,0
"REGENCY TEA PLATE ROSES","PINK REGENCY TEACUP AND SAUCER",0.01111,0.45721,0.0243,10.99283,203,0,0
"JUMBO BAG PEARS","JUMBO BAG VINTAGE LEAF",0.01718,0.52862,0.03251,10.98915,314,0,0
"JUMBO BAG VINTAGE LEAF","JUMBO BAG PEARS",0.01718,0.35722,0.0481,10.98915,314,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG VINTAGE DOILY","LUNCH BAG VINTAGE LEAF DESIGN",0.01012,0.40043,0.02528,10.98665,185,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG WOODLAND ANIMALS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG PINK POLKADOT",0.01188,0.73064,0.01625,10.97942,217,0,0
"JUMBO BAG PEARS + JUMBO BAG VINTAGE LEAF","JUMBO BAG VINTAGE DOILY",0.0127,0.73885,0.01718,10.97648,232,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG WOODLAND ANIMALS + JUMBO STORAGE BAG SUKI","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01073,0.70504,0.01521,10.9737,196,0,0
"LUNCH BAG DOLLY GIRL DESIGN + LUNCH BAG WOODLAND","LUNCH BAG SPACEBOY DESIGN",0.01084,0.69474,0.0156,10.97228,198,0,0
